ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,rank,zscore
BP,GO:0035791,platelet-derived growth factor receptor-beta signaling pathway,10/4747,14/19395,2.818273364220499e-4,0.0026504677745951563,0.0017437287990757608,16948/93692/29816/215114/11350/16971/18596/18590/18591/76499,10,654.5,1.52542553961938
BP,GO:0009611,response to wounding,140/4747,441/19395,2.8454416727793295e-4,0.0026690438059628263,0.0017559498723439648,16948/64074/17390/16952/12772/11749/110606/19041/12575/13649/12389/76893/77579/15982/72043/231532/19242/12491/213649/18053/107351/14683/19221/11426/73379/21803/107589/20583/14824/237847/30957/21824/13518/21808/14114/12476/76707/22371/21898/68050/11816/12798/246694/12043/12825/260299/27528/71461/16971/235627/12568/11684/319197/19218/74318/14368/18792/242050/80748/11747/12490/105782/68585/20512/17101/12361/21672/19128/27279/101490/192232/67866/22003/380713/16923/20912/12928/21390/16000/27973/20656/223255/109880/228788/20655/233781/21825/17319/15289/68465/329252/22418/338366/18590/19211/14268/17938/19124/12028/66454/17128/19015/54357/74145/13713/26401/13805/18591/11774/14065/117197/18015/20296/26396/15251/14027/14066/22349/12633/20720/56717/12520/18457/67996/11977/109254/94045/20927/26362/16475/11826/14173/12306/23972/12391/17927/59048/12767/76499/14371,140,657.5,3.206862546369013
BP,GO:0051149,positive regulation of muscle cell differentiation,36/4747,86/19395,2.85535692878166e-4,0.0026690438059628263,0.0017559498723439648,17329/20315/17260/20307/259300/21803/19241/52163/276770/76854/11474/12043/74318/16590/23956/21833/107869/14815/12334/328572/16000/20656/66993/52690/19653/53817/238161/17387/13805/320502/56717/19664/23988/13642/12391/17927,36,657.5,-0.6379930845075023
BP,GO:0051492,regulation of stress fiber assembly,36/4747,86/19395,2.85535692878166e-4,0.0026690438059628263,0.0017559498723439648,66214/54324/268970/104027/18708/442801/76707/19303/234686/16765/11350/19878/69710/20410/11848/230837/243725/67384/17295/22003/109880/50490/50768/72754/19353/18709/56717/19062/20194/18016/242687/16423/21754/235041/68760/76499,36,657.5,0.74564371920144
BP,GO:0070252,actin-mediated cell contraction,36/4747,86/19395,2.85535692878166e-4,0.0026690438059628263,0.0017559498723439648,57342/20648/67451/12389/18578/98660/109676/20191/226352/12288/16493/11539/216459/108058/20271/11464/238871/16535/22218/19218/71653/22003/19877/16523/30948/238161/20266/56188/399548/11928/17904/22349/109552/12391/16511/319710,36,657.5,-0.19245008972987526
BP,GO:0022613,ribonucleoprotein complex biogenesis,133/4747,416/19395,2.864324436285212e-4,0.002673369473866198,0.0017587957064909199,73736/56758/13669/73674/20239/117109/20630/239528/24015/57294/67459/67941/56200/20643/26905/224619/22258/27998/99375/13665/67684/50783/19988/217995/68731/353258/12696/14645/226432/213895/14007/231769/57808/69527/233871/13424/70683/214572/69878/216767/214498/67671/20817/100019/66475/83486/14113/68845/15519/67070/103573/68184/18148/69821/13205/20641/27176/20068/19211/18432/12261/19989/231386/53817/81898/66181/20055/216987/20044/76894/433864/66419/20116/328110/20085/320632/68011/66877/217869/268449/66409/102462/67973/68966/228889/110809/75416/66580/192159/104662/67025/69072/213773/94066/67996/68327/27225/20935/20901/67493/56321/16898/236511/57837/59014/229937/72831/230082/57315/104625/66978/217431/76850/66481/20103/13046/69237/227290/66878/57905/68979/14300/269061/27374/97112/60321/24014/18572/29806/66229/66942/193116/94061,133,660,3.0107264379565484
BP,GO:0043405,regulation of MAP kinase activity,97/4747,289/19395,2.8931373230470264e-4,0.0026961763857745362,0.0017738002537990372,16149/53608/14600/13649/69534/12389/54324/16019/70834/24136/81877/21803/22339/217410/30957/320825/19247/109689/11539/17311/21898/19303/83409/11816/16202/16179/69601/106504/224619/15259/14367/16332/16590/16337/327826/224014/121021/19713/70097/19229/21672/26390/15587/18596/216965/20597/19419/29875/17295/16923/16000/85305/50490/20655/21825/94275/17319/74055/80280/22418/13544/18590/22041/26412/54635/235584/11502/319520/26401/18591/71785/109700/110157/19164/18015/26396/14182/12520/19766/19062/13543/19735/16475/14173/20377/12391/19264/11450/12929/66513/15502/14366/320207/69131/56692/14254/665113,97,661,3.1282475480231002
BP,GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,27/4747,59/19395,2.900572881990441e-4,0.0026990225004624043,0.0017756726976726346,22035/12389/21944/11606/21808/73699/76854/58231/64294/19713/15587/12385/27279/224105/17000/21825/19211/12028/83925/18015/19766/12042/20377/51792/19264/66824/19045,27,662,0.468292905790847
BP,GO:0071826,ribonucleoprotein complex subunit organization,79/4747,227/19395,2.9173079110914925e-4,0.00271050026128561,0.0017832238561089541,56758/13669/20239/194908/20630/16573/16593/239528/57294/67941/20643/26905/224619/22258/76366/13665/67684/50783/19988/12696/14007/231769/233871/13424/217207/214572/69878/216767/214498/67671/20817/100019/320806/66475/83486/68845/15519/67070/269523/68184/69821/13205/20641/12261/231386/53817/81898/20044/66419/328110/20085/320632/68011/66877/217869/268449/110809/66361/192159/67025/67996/20935/20901/16898/236511/57837/59014/229937/72831/104625/66978/76850/20103/13046/57905/269061/27374/29806/193116,79,663,2.786522184076944
BP,GO:0003171,atrioventricular valve development,15/4747,26/19395,3.0097119515446553e-4,0.002768922897968343,0.0018216598012949627,12166/56198/21808/21813/233651/21388/20564/18741/12168/15214/18128/20677/17128/17248/22761,15,669,-0.23408229439226114
BP,GO:0006891,intra-Golgi vesicle-mediated transport,15/4747,26/19395,3.0097119515446553e-4,0.002768922897968343,0.0018216598012949627,12847/238123/19346/76332/216131/270192/16834/67542/70349/27277/50797/54161/56447/59042/13047,15,669,3.487772492870674
BP,GO:0009394,2'-deoxyribonucleotide metabolic process,15/4747,26/19395,3.0097119515446553e-4,0.002768922897968343,0.0018216598012949627,11637/56045/56248/11534/14923/110074/22169/11486/27369/20425/66588/237336/66422/21915/103850,15,669,-1.7364862842489186
BP,GO:0019692,deoxyribose phosphate metabolic process,15/4747,26/19395,3.0097119515446553e-4,0.002768922897968343,0.0018216598012949627,11637/56045/56248/11534/14923/110074/22169/11486/27369/20425/66588/237336/66422/21915/103850,15,669,-1.7364862842489186
BP,GO:0032801,receptor catabolic process,15/4747,26/19395,3.0097119515446553e-4,0.002768922897968343,0.0018216598012949627,21803/216963/54673/11816/12568/17999/75788/78610/73711/19141/16396/56208/67298/12306/75669,15,669,1.1226827987756234
BP,GO:0048714,positive regulation of oligodendrocyte differentiation,15/4747,26/19395,3.0097119515446553e-4,0.002768922897968343,0.0018216598012949627,18606/19242/21938/13138/23966/19262/433759/56717/19744/24088/11484/19016/27374/19317/12767,15,669,3.2504180333157686
BP,GO:0043484,regulation of RNA splicing,52/4747,137/19395,3.0166731150276275e-4,0.002768922897968343,0.0018216598012949627,11758/66395/18708/56758/77411/93686/11652/19205/15387/20658/66587/110213/20020/56215/20637/13548/13207/12696/98758/14007/14265/231769/67039/230753/68052/108014/83486/53379/18148/19653/12261/231386/15388/192170/54367/110809/17149/19652/229700/20462/67996/76938/101214/20382/66354/21841/60365/13046/17927/12750/20595/69131,52,669,5.317753724355538
BP,GO:0043200,response to amino acid,32/4747,74/19395,3.022837374278257e-4,0.002768922897968343,0.0018216598012949627,17390/12583/13649/18212/56876/66586/12048/83409/22222/54170/12825/110213/67490/67579/20512/66096/224826/12334/245670/107045/54635/12843/71785/18011/56717/12703/11977/68441/74370/98402/56692/21417,32,669,4.520394038593421
BP,GO:0046785,microtubule polymerization,32/4747,74/19395,3.022837374278257e-4,0.002768922897968343,0.0018216598012949627,12389/108903/56327/76707/16765/11789/11350/101706/12562/14544/83679/13548/14228/100732/17295/14168/67971/26419/13589/328580/56430/19353/72948/259279/13494/12345/67886/22153/104318/12391/20257/76499,32,669,1.693213653696491
BP,GO:0032456,endocytic recycling,21/4747,42/19395,3.029633170828999e-4,0.002768922897968343,0.0018216598012949627,27008/231876/57440/268451/259300/320982/13858/231830/27681/70785/101490/58244/68505/19326/100502841/70829/14130/77407/68299/68365/11472,21,669,0.09407208683835973
BP,GO:0070849,response to epidermal growth factor,21/4747,42/19395,3.029633170828999e-4,0.002768922897968343,0.0018216598012949627,67043/13649/216963/20583/216443/19247/12402/69601/218397/26413/29875/67384/105352/19248/11651/18607/22349/13627/19062/108989/76709,21,669,2.581988897471611
BP,GO:0045931,positive regulation of mitotic cell cycle,59/4747,160/19395,3.042548029866536e-4,0.0027766067946633868,0.0018267149964890704,64074/66214/16952/13649/19645/21803/18472/71175/52206/19247/11629/105377/16493/12567/11350/72508/208643/108058/101706/16973/16002/99375/12034/16337/12223/319195/18596/17295/16000/66993/59008/58994/19141/230126/15289/13205/11651/13076/11504/18591/56208/13685/68053/69188/14182/108911/23980/26554/108989/109333/68612/20850/81702/15205/74370/13684/67811/53376/20479,59,675,4.104085864403435
BP,GO:0048511,rhythmic process,96/4747,286/19395,3.090152985646985e-4,0.0028158790520096785,0.0018525520079011044,16490/16846/21853/16952/15902/13170/269378/18606/13649/19377/18628/19242/18053/11898/11606/232087/21969/18212/74244/18127/21685/20185/16601/109689/12753/11539/11622/353187/21973/59027/22284/268903/105689/56484/19885/13864/19878/18030/12568/99375/19218/59026/79362/13548/108155/18126/13207/214899/19046/217082/22215/14102/272322/230753/328572/16000/26419/19090/103583/11486/74006/13982/94275/19653/19211/18432/252870/18143/230908/217732/229599/11504/12234/75605/13194/26420/15904/12417/433759/20787/56717/56436/26362/20850/104318/12394/20591/19016/11444/53376/27374/19045/11865/20397/14366/71514,96,676,5.76
BP,GO:0060047,heart contraction,73/4747,207/19395,3.109639227002838e-4,0.002825276937807888,0.0018587348275051897,20648/30878/11549/57440/67451/12389/18578/98660/18708/109676/11606/20191/21808/18127/20510/12288/16493/11539/17901/30926/11938/11603/108058/21834/20271/20112/11464/238871/16535/22218/74318/11550/52076/29856/74868/21833/11957/17295/22003/21957/15214/11486/381290/20655/74006/12922/16523/17896/11931/21953/30948/238161/17248/20266/56188/13819/14528/110809/399548/11928/17258/20787/56717/23980/606496/19735/109552/12391/13400/56543/16511/12767/12540,73,677.5,-0.5511782546095505
BP,GO:0071216,cellular response to biotic stimulus,73/4747,207/19395,3.109639227002838e-4,0.002825276937807888,0.0018587348275051897,17329/55985/18569/14469/22352/17260/100702/18578/20304/12491/21803/15900/16803/18127/54396/21898/60533/12567/16179/11350/54624/69601/108954/238871/14367/11848/21938/108155/68944/18126/22083/70097/56338/26413/21672/17084/19401/20846/14828/22169/214498/21390/26419/235527/108960/24061/17874/17319/15289/22418/11651/12514/19015/11502/13666/14528/14130/20296/67154/13051/192159/20293/64383/67163/12042/66102/56399/26362/24088/626578/18786/54196/66824,73,677.5,3.2634899644653816
BP,GO:0060996,dendritic spine development,47/4747,121/19395,3.1223822013475423e-4,0.0028326766362740587,0.0018636030501803019,17260/329934/18053/216963/18472/14824/58234/13690/56376/52163/11816/15387/20620/14270/545156/17974/12568/231380/12361/14265/22215/14815/224105/243725/67414/382253/235072/74006/74143/53872/11843/72162/19211/18483/12322/18011/19353/11840/19164/236794/13631/16443/56717/12323/13169/12540/74117,47,679,3.7812233642762108
BP,GO:0042136,neurotransmitter biosynthetic process,41/4747,102/19395,3.186720788908905e-4,0.0028867941264233607,0.0018992066621206325,13857/12389/51793/12491/11898/11606/15186/18127/11629/53791/21898/11652/14991/19878/56448/16337/18126/12490/13078/20512/19229/16000/20656/381290/13982/58994/15519/11651/15894/20751/14528/19353/26420/20425/13051/56717/69219/18764/24088/16423/74682,41,680,2.3276574958505853
BP,GO:0006098,pentose-phosphate shunt,9/4747,12/19395,3.280102832971159e-4,0.0029399353527116492,0.0019341679952050326,15483/100198/21881/14381/66171/66646/21351/18648/110208,9,686.5,4.963972767957701
BP,GO:0010889,regulation of sequestering of triglyceride,9/4747,12/19395,3.280102832971159e-4,0.0029399353527116492,0.0019341679952050326,66853/12683/106326/67469/66968/68680/228859/237542/19016,9,686.5,3.0237157840738176
BP,GO:0034982,mitochondrial protein processing,9/4747,12/19395,3.280102832971159e-4,0.0029399353527116492,0.0019341679952050326,73078/27377/70478/66541/66865/114896/93757/66592/69597,9,686.5,0
BP,GO:1904925,positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization,9/4747,12/19395,3.280102832971159e-4,0.0029399353527116492,0.0019341679952050326,68943/12539/75788/320528/11983/66169/15277/170731/71648,9,686.5,1.0954451150103321
BP,GO:0006739,NADP metabolic process,18/4747,34/19395,3.2874275093671974e-4,0.0029399353527116492,0.0019341679952050326,15483/100198/103988/14261/55990/17436/15926/21881/14381/107029/66171/192185/66646/67993/21351/50493/18648/110208,18,686.5,6.515460038415946
BP,GO:0006903,vesicle targeting,18/4747,34/19395,3.2874275093671974e-4,0.0029399353527116492,0.0019341679952050326,76707/227648/59045/207425/52639/105782/52906/50907/107338/26412/67511/20336/67581/19164/68581/26554/56418/76499,18,686.5,0.7027819284987273
BP,GO:0035308,negative regulation of protein dephosphorylation,18/4747,34/19395,3.2874275093671974e-4,0.0029399353527116492,0.0019341679952050326,52065/26936/19878/217124/54401/226591/59046/19877/69556/665775/14678/22627/228852/14225/56205/20947/16150/18518,18,686.5,1.4596008983995234
BP,GO:1904707,positive regulation of vascular smooth muscle cell proliferation,18/4747,34/19395,3.2874275093671974e-4,0.0029399353527116492,0.0019341679952050326,17390/15446/12166/11606/100017/16011/108058/327826/17261/16000/14679/14678/53817/11504/18591/60611/14173/170731,18,686.5,3.5909242322980397
BP,GO:0044770,cell cycle phase transition,122/4747,378/19395,3.290513937501073e-4,0.0029399353527116492,0.0019341679952050326,66214/21853/16952/12577/59126/15902/12575/13649/19186/19645/19357/320595/19188/76454/21803/12579/52206/14199/217232/17222/76707/11629/16493/56371/12567/52468/11789/72508/54624/208643/108058/20620/67941/12043/56696/233805/211134/12452/19055/99375/12013/12034/12314/12696/319195/231863/233328/12313/448987/59046/216965/244879/319944/214498/16798/12315/19090/235072/18763/66993/22680/20913/381290/19192/59008/19054/27354/80280/18148/13205/19211/77891/20677/13555/11651/12453/13076/329152/12236/68964/11504/12322/234736/13685/18647/17420/13194/55982/69188/15904/75608/68142/70601/67153/108911/16412/19766/20293/26554/18764/12323/24010/28010/108989/269424/68612/56399/81702/78832/20184/74370/67655/19264/13684/68592/235041/319651/105513/116733/76499/20479/30949,122,686.5,3.400417846391035
BP,GO:0045429,positive regulation of nitric oxide biosynthetic process,22/4747,45/19395,3.2990460144955943e-4,0.0029399353527116492,0.0019341679952050326,51793/12491/11898/11606/11629/53791/21898/11652/14991/16337/19229/20656/13982/58994/15519/11651/15894/26420/56717/69219/18764/24088,22,686.5,2.3201675737095924
BP,GO:1900542,regulation of purine nucleotide metabolic process,40/4747,99/19395,3.302654649474775e-4,0.0029399353527116492,0.0019341679952050326,98496/103988/70556/12865/20463/68943/18127/20185/56428/12048/68197/11474/11814/11848/12499/108155/16337/18126/58805/66972/16000/108099/74006/17319/269523/11983/66383/20848/216805/18604/102060/19164/66148/15251/67267/12866/11977/228026/18648/11545,40,686.5,2.139203233961298
BP,GO:1901800,positive regulation of proteasomal protein catabolic process,40/4747,99/19395,3.302654649474775e-4,0.0029399353527116492,0.0019341679952050326,12389/231672/217410/68545/74244/30945/77006/14629/218215/20620/69601/56085/192193/22218/14265/108089/224727/231600/268291/93687/22225/56424/70797/26419/23806/237500/23807/269523/11651/76892/19358/19164/26420/68098/64383/606496/104318/56812/193670/71999,40,686.5,3.375
BP,GO:0014013,regulation of gliogenesis,54/4747,144/19395,3.321225997705982e-4,0.002952200886849762,0.0019422374255590538,12772/15902/18606/22352/94185/76893/19242/21803/12579/216616/12558/16971/18858/67490/51886/21938/18759/68585/13138/14102/16000/23966/18755/18128/22041/13555/30948/19262/22388/18015/15904/56711/433759/12017/20720/56717/19744/64383/20238/14083/20927/20666/24088/18016/16195/15205/11484/19016/12929/27374/19317/12767/12387/74117,54,693,2.6827744801910995
BP,GO:0072331,signal transduction by p53 class mediator,50/4747,131/19395,3.345378137677653e-4,0.0029693846294084063,0.001953542519347636,16149/15257/230379/12575/20583/15248/54673/226830/15387/56484/67941/15258/13548/20869/13207/382985/224727/66940/21848/328572/51800/209456/22187/17319/80280/69181/18148/18432/20677/13555/12028/241494/17701/18604/66143/15254/75736/106021/67025/245527/28135/15951/59014/22224/66354/57438/108705/66824/21981/65019,50,694,1.607826602273617
BP,GO:0051924,regulation of calcium ion transport,90/4747,266/19395,3.4713253896506474e-4,0.0030767430791723725,0.0020241730784028764,20315/23796/238276/20866/65973/57440/66395/13167/12389/21838/18578/20304/66109/98660/109676/21803/11606/107589/12286/22065/12721/20191/21808/18127/12288/11622/11350/76854/108058/12043/22063/56085/110213/238871/22218/19218/11848/18021/52076/56437/12361/14381/12295/14265/19229/18596/116873/16000/71912/12922/14678/11931/11517/67887/13617/12028/18607/30948/15894/238161/12372/12322/22627/18591/80708/14065/17918/12299/19052/15194/269587/16854/237611/14225/20293/56089/19062/213573/18764/18760/109552/13057/15205/12306/12391/12018/53376/67704/12767/12387,90,695,3.380887890836212
BP,GO:0016999,antibiotic metabolic process,49/4747,128/19395,3.5196589109662496e-4,0.0031088395717318064,0.0020452891919288197,11758/13120/13479/66925/245847/68943/15439/66945/15926/17449/170718/16337/11671/270685/20860/18293/21672/20656/11522/110198/19703/20655/11757/104112/20848/13076/14187/234309/66072/56451/17448/18477/20916/50493/11429/14778/67680/18534/11428/83429/11677/14194/20917/15929/13057/11484/214579/12974/60525,49,698.5,4.754511664295218
BP,GO:0042177,negative regulation of protein catabolic process,49/4747,128/19395,3.5196589109662496e-4,0.0031088395717318064,0.0020452891919288197,13649/94190/110595/65114/77006/54198/105689/68833/69601/17025/21858/101943/15258/13010/108155/18126/224727/223870/12328/22213/116891/56228/79263/59025/80280/71472/252870/54375/17128/17248/67903/225131/381629/19164/20588/20720/30940/67025/64383/12995/68889/226418/23988/18673/57438/12306/13000/242406/65019,49,698.5,4.924345675099267
BP,GO:0043497,regulation of protein heterodimerization activity,8/4747,10/19395,3.537819058090903e-4,0.0031088395717318064,0.0020452891919288197,12491/69601/12043/110074/12028/15205/12018/12540,8,698.5,0.1690308509457033
BP,GO:0060907,positive regulation of macrophage cytokine production,8/4747,10/19395,3.537819058090903e-4,0.0031088395717318064,0.0020452891919288197,16149/12491/21898/14991/64297/68585/22418/24088,8,698.5,2.1213203435596424
BP,GO:0140052,cellular response to oxidised low-density lipoprotein particle stimulus,8/4747,10/19395,3.537819058090903e-4,0.0031088395717318064,0.0020452891919288197,12491/21898/17874/58994/338366/11651/12514/109254,8,698.5,2.1666666666666665
BP,GO:1900038,negative regulation of cellular response to hypoxia,8/4747,10/19395,3.537819058090903e-4,0.0031088395717318064,0.0020452891919288197,68943/110213/12282/108155/12490/69219/22346/17846,8,698.5,0.7453559924999299
BP,GO:0046620,regulation of organ growth,44/4747,112/19395,3.5769924579214565e-4,0.0031387854046718193,0.0020649903978104075,52357/17260/18712/100705/74116/12166/11606/21813/12288/11622/11789/21388/58231/14297/14381/21385/26413/14815/328572/22632/16000/16798/15214/19211/18128/53817/11651/238161/232339/56449/14182/56717/15284/19766/18984/19664/14083/606496/23988/19735/14173/67655/12391/108655,44,702,2.5607851955687075
BP,GO:0061458,reproductive system development,141/4747,447/19395,3.69104222152709e-4,0.0032342560575543207,0.002127800037864685,16846/17390/16952/12577/13857/13649/17977/13030/19242/231672/20520/12160/50500/11606/21414/15488/22339/71175/21808/23950/18127/407785/226090/19247/109689/19156/22371/11622/17311/12048/15387/66515/268903/11789/56484/53601/12043/19116/16002/58231/14367/12050/20181/16590/16337/327826/22329/20869/19411/14228/100038489/16157/26413/69852/22215/17295/19401/12168/70093/16000/20182/15214/224045/18763/11486/15081/20655/67713/13982/93757/13498/22187/235626/11757/56406/20687/217715/22418/56213/19211/12702/18128/21849/100986/20317/12028/66923/11651/14461/17128/11819/15894/19015/11504/16401/23967/18591/13819/75605/11863/11600/232286/226841/15904/56449/14784/56711/15251/229700/192195/20720/67561/18194/28088/72469/18764/56436/19664/50785/26362/207304/20850/12394/20708/73296/15205/76850/20377/237911/16542/12018/19016/14283/12929/217039/319448/14155/20397/12387/14366/12211,141,703,3.637121133223507
BP,GO:0030099,myeloid cell differentiation,122/4747,379/19395,3.698914092397737e-4,0.0032365498308480197,0.0021293090992421187,16149/16948/13388/16846/12577/15902/320404/70747/66154/23871/235320/17260/19645/20304/22042/18708/14683/21803/26379/52065/18472/22339/15900/11518/100038882/21813/20185/19247/93686/17311/216820/11789/56484/54624/21832/15203/235627/68027/99375/214133/18023/16590/21833/102791/22083/19411/74511/233328/14381/80752/19229/17150/14102/223870/19401/16825/20846/328572/16923/214498/76044/14057/14151/17000/16909/21399/235497/11757/15289/11983/67087/20687/22041/20848/14461/15467/11733/20044/14118/20085/13819/12611/230721/22388/54411/19164/18015/69188/14390/15251/229700/65113/56717/12520/98366/19766/14104/13423/15526/19664/78926/29809/22778/18718/20850/24088/12394/242687/67773/20377/14247/12306/109801/11450/17189/27060/19016/22761/23897/12387/18174/19108,122,704,2.046195466677235
BP,GO:0099518,vesicle cytoskeletal trafficking,24/4747,51/19395,3.71539056144731e-4,0.0032463554409241746,0.0021357601585027465,245049/18472/16573/60595/17913/16561/11777/19419/13424/55946/19324/17828/70827/16553/11776/14533/11774/17918/117197/11778/15194/18457/73689/12752,24,705,4.665039113239841
BP,GO:1901657,glycosyl compound metabolic process,43/4747,109/19395,3.7347669636869136e-4,0.0032499419384374533,0.00213811969634043,74340/107227/269378/110006/66902/56248/80914/22247/23917/15452/11848/229709/66848/11636/109674/23959/104215/79059/108147/11534/14923/268566/11821/67414/110198/11486/68695/74143/14679/76654/14187/234309/55936/71665/51797/27369/66588/13178/11677/66194/68556/14904/17434,43,707,1.988650927208711
BP,GO:0009116,nucleoside metabolic process,36/4747,87/19395,3.7353228772949956e-4,0.0032499419384374533,0.00213811969634043,74340/107227/269378/66902/56248/80914/22247/23917/15452/11848/229709/11636/109674/23959/104215/79059/108147/11534/14923/268566/11821/67414/11486/68695/74143/14679/76654/55936/51797/27369/66588/13178/66194/68556/14904/17434,36,707,1.9321835661585918
BP,GO:1903578,regulation of ATP metabolic process,36/4747,87/19395,3.7353228772949956e-4,0.0032499419384374533,0.00213811969634043,98496/103988/70556/12865/20463/68943/20185/56428/12048/68197/11474/11814/11848/12499/108155/16337/58805/66972/16000/108099/74006/17319/269523/11983/66383/20848/216805/102060/19164/66148/15251/67267/12866/11977/18648/11545,36,707,2.8000368186091786
BP,GO:0008015,blood circulation,149/4747,476/19395,3.748867300620212e-4,0.0032571258916531043,0.0021428459813507264,13388/16846/20648/17390/30878/11549/67405/15902/18162/57440/13649/67451/12389/18578/11754/98660/12491/18708/14683/12873/109676/21803/11606/78286/22339/20191/21808/68813/18127/20510/12288/50706/16493/11539/11622/59027/14629/17901/11816/12494/30926/11938/76854/11603/232341/19878/108058/21834/20271/16973/20112/11464/238871/16535/54409/22218/11684/12562/19218/74318/11848/11550/52076/29856/74868/21833/18126/12490/14381/11957/14815/17295/84112/22003/20846/26433/21957/19877/12168/15466/21390/20656/15214/229877/11486/381290/20655/74006/12922/58994/93757/16523/17896/17319/11931/67087/21953/13617/11651/11819/30948/15894/238161/19015/17248/20266/67378/13805/12843/56188/27360/18591/13819/109700/215615/14528/11556/11600/110809/399548/11928/22341/17258/15251/70495/20787/56717/23980/69219/14083/606496/19735/19274/109552/74840/16456/13057/14247/74682/16542/12391/11450/19016/13400/56543/16511/12767/18797/12540,149,709,-0.7773317786713306
BP,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",19/4747,37/19395,3.769571805168546e-4,0.003265901873394971,0.0021486196535493228,240023/269037/14852/71169/225363/18458/52830/229003/103677/326622/233789/75901/192170/71723/17149/74133/60365/71997/319618,19,710.5,0.4588314677411235
BP,GO:0043551,regulation of phosphatidylinositol 3-kinase activity,19/4747,37/19395,3.769571805168546e-4,0.003265901873394971,0.0021486196535493228,18708/21803/54673/69601/192652/18710/19229/21687/18596/57257/18591/19353/18709/22325/14173/75669/320207/12540/14254,19,710.5,0.6767155423319645
BP,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",16/4747,29/19395,3.804282776856018e-4,0.003282126317287545,0.0021592936297944376,73736/217995/213895/69527/20055/216987/20044/20116/20085/68966/104662/213773/59014/57315/217431/66481,16,713,-1.116312611302876
BP,GO:0035767,endothelial cell chemotaxis,16/4747,29/19395,3.804282776856018e-4,0.003282126317287545,0.0021592936297944376,64074/55985/20583/22339/20356/17295/19141/21825/15289/18128/18591/14182/18760/14173/16542/269608,16,713,0.9878783399072131
BP,GO:0097345,mitochondrial outer membrane permeabilization,16/4747,29/19395,3.804282776856018e-4,0.003282126317287545,0.0021592936297944376,29816/12176/54673/14629/11740/51800/11983/103172/12028/30954/214952/52538/606496/59040/73689/12177,16,713,1.1785113019775793
BP,GO:0030199,collagen fibril organization,25/4747,54/19395,3.864181496432041e-4,0.0033291409815414505,0.0021902243299614806,16948/17022/216725/19645/11568/53867/81877/21808/17385/12825/13078/104799/26433/56429/66180/338366/12843/237360/100952/18015/18451/11977/12306/20289/234407,25,715,1.6591227115686804
BP,GO:0048017,inositol lipid-mediated signaling,58/4747,158/19395,3.893487909535086e-4,0.0033497046819463867,0.002203753080227886,16846/18162/13649/240752/20304/18708/13179/11606/18212/21808/20185/12402/224020/76854/107650/12319/69601/12499/108155/16337/21687/19679/18596/22215/101490/19419/19401/380698/16000/268857/74055/65962/18590/12261/11651/19732/19015/54635/14299/18591/71785/228852/11600/18015/18706/225326/18709/20720/64383/64436/14083/18704/16542/72179/23897/18797/320207/14254,58,716,1.214746786823312
BP,GO:0002262,myeloid cell homeostasis,61/4747,168/19395,3.9141962241226073e-4,0.0033628240921332302,0.0022123842711402834,83964/16952/12772/15902/320404/66154/23871/19645/18578/52065/22339/11518/100038882/20185/93686/17311/56484/15203/18023/16590/21833/14751/14381/223870/16825/20846/16923/76044/14057/14151/20655/80885/16909/21399/11983/20687/20068/12028/20848/14461/11733/20044/20085/13819/12611/18477/14130/20296/69188/15251/98366/13423/15526/78926/26362/22778/20850/17189/12018/22761/18174,61,717,1.856558243265828
BP,GO:0051148,negative regulation of muscle cell differentiation,26/4747,57/19395,3.9762614512932695e-4,0.0034066440250301168,0.002241213174361919,13388/18569/66999/74116/19205/18021/79362/71973/327826/14381/22608/22632/231633/13163/18128/17128/18591/17701/212999/12633/606496/19735/81702/67655/12391/108655,26,718.5,0.16064386578049977
BP,GO:0072577,endothelial cell apoptotic process,26/4747,57/19395,3.9762614512932695e-4,0.0034066440250301168,0.002241213174361919,66214/15257/18569/12822/68545/11350/76854/14991/56484/57875/54409/20356/18759/21687/12168/109880/21825/14461/18607/15894/16401/11600/79264/20293/16542/11352,26,718.5,1.5852581740085334
