ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,rank,zscore
BP,GO:0006635,fatty acid beta-oxidation,25/3993,66/19395,9.231240124779734e-4,0.008437822625265781,0.006173042330314511,20524/74121/16846/66841/384783/110460/11364/52430/19299/56717/66887/52538/52665/97212/11430/19015/113868/12896/100705/110826/11652/15488/224530/11370/11651,25,669,1.3926942648823688
BP,GO:0071900,regulation of protein serine/threonine kinase activity,113/3993,419/19395,9.271180620369411e-4,0.008461682013964023,0.006190497664818539,12575/16149/69903/53608/11539/217410/66725/56295/12579/13649/12450/12389/18858/20597/20869/11816/16332/14466/15502/83383/14081/18591/56706/21754/22339/224619/70834/14600/72699/11606/69171/15242/19088/22041/16202/74055/52163/19766/106504/15461/17311/110157/94275/19247/54396/69601/67397/14164/26401/16543/21676/16000/11461/16973/13844/93759/26412/16179/19229/100732/20660/93840/103844/11350/17295/66671/11596/56426/14056/19062/121021/23882/12580/13614/78610/14182/12283/13543/18750/12444/19164/117149/17319/26396/26408/108099/12520/18763/18439/114716/13537/240754/24136/18205/19052/18767/29875/15234/257632/235584/11502/14172/22034/14154/74370/99470/16590/11651/17873/11789/19303/109689/20655,113,670,2.3972279505640883
BP,GO:0034612,response to tumor necrosis factor,49/3993,156/19395,9.347788216985575e-4,0.008518885983139612,0.006232347622901984,16362/20304/15257/217166/14466/58994/66102/21353/16202/19766/69601/24108/72508/16150/20305/93759/383619/26413/19229/19062/60595/26416/20308/66626/18024/56484/19883/192159/98496/11770/67338/14555/170720/263876/99311/56221/11502/18033/56310/14528/20846/76854/18518/11651/74186/59004/77626/225028/19697,49,671,0.9980525784828885
BP,GO:0014910,regulation of smooth muscle cell migration,30/3993,84/19395,9.40344000659877e-4,0.008544136053544052,0.0062508203688190775,16009/20304/22370/68813/18591/11504/11606/23789/16202/17260/19017/14066/19015/72508/15117/19241/16000/223864/108058/20660/11596/13078/17319/18024/11792/234593/57264/12928/29875/11629,30,672.5,0.13768567816430285
BP,GO:0031110,regulation of microtubule polymerization or depolymerization,30/3993,84/19395,9.40344000659877e-4,0.008544136053544052,0.0062508203688190775,101706/12389/108903/76707/56430/20257/230101/67886/14168/26419/70997/13589/26903/100732/11350/20393/17295/14544/212307/19353/68041/78926/17257/270058/13548/76499/13494/21749/13518/11789,30,672.5,3.4140301199244036
BP,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,37/3993,110/19395,9.513086890513762e-4,0.008630938625443865,0.006314324423658205,12575/20315/16149/15257/15258/56428/20656/19090/18708/15387/93759/12018/12125/18950/68048/329679/328572/13663/12015/66626/17319/15951/237877/20583/224727/12778/12049/22038/219158/12044/11920/12371/12047/57438/56489/59004/68539,37,674,1.0502100630210074
BP,GO:0002697,regulation of immune effector process,107/3993,394/19395,9.640195810718021e-4,0.008733303315931954,0.006389213597746838,15015/110557/15018/15040/16803/110213/17472/14972/16149/21355/223601/14991/230073/58185/13421/16362/278180/12946/11765/15039/28040/20304/19401/16846/18673/22042/80912/56200/14964/20926/14751/235587/56213/107746/12258/27007/243864/16952/233079/22724/15007/20909/15216/19090/56708/12491/11801/14389/68585/81702/12628/15510/15481/93694/15289/12261/21354/103213/383619/16783/80913/18950/230709/16453/66878/11596/20723/11600/26416/16002/108086/17319/12772/11692/15024/74136/14129/14130/78781/12520/16423/22324/17381/15042/18439/216869/19056/237877/13136/12913/12928/65113/234311/17221/257632/26904/213211/228607/12479/22034/20846/18806/80861/12274/57765/16184/20852,107,675,-0.3776316112335101
BP,GO:0043543,protein acylation,66/3993,224/19395,9.733593259605293e-4,0.00874861338877692,0.006400414322382736,16825/12753/108155/100683/11865/66979/73247/77805/74343/15161/17192/17448/78920/18107/70088/52163/69035/228136/503610/18534/93759/208884/223864/24083/56397/216805/70999/78689/74838/74026/230709/328572/319974/11785/13016/223770/268936/13382/73473/14534/270627/20587/17257/74168/12914/13018/15182/72117/20583/108079/13831/231713/224727/57320/53627/22658/73390/28019/68917/14645/18626/20586/66464/226976/66233/109689,66,679,0.19004573525823196
BP,GO:0046825,regulation of protein export from nucleus,17/3993,39/19395,9.753742487526693e-4,0.00874861338877692,0.006400414322382736,15183/108989/20926/19387/235626/52163/16589/19247/331401/52668/21416/223864/54194/73473/103573/107829/57320,17,679,-0.7745966692414834
BP,GO:0006575,cellular modified amino acid metabolic process,53/3993,172/19395,9.754466834231697e-4,0.00874861338877692,0.006400414322382736,14859/14872/107747/192166/14381/50887/74340/53320/54486/14871/12908/66881/18023/75475/11364/103140/17769/56615/67092/625249/76192/14431/14854/26433/67096/18451/20656/107585/108156/14651/229709/13371/56442/14775/53381/112407/18537/107869/50527/213696/18024/19210/211666/18453/67383/57320/109900/14862/22038/14528/14630/20655/269378,53,679,1.6793284029313882
BP,GO:0009220,pyrimidine ribonucleotide biosynthetic process,9/3993,15/19395,9.75724338699241e-4,0.00874861338877692,0.006400414322382736,18103/55936/80914/331487/66588/79059/22247/51797/56749,9,679,0.43301270189221935
BP,GO:0014856,skeletal muscle cell proliferation,9/3993,15/19395,9.75724338699241e-4,0.00874861338877692,0.006400414322382736,68050/67367/70417/19015/93759/11600/12633/20848/270190,9,679,1.721892064184557
BP,GO:0032986,protein-DNA complex disassembly,9/3993,15/19395,9.75724338699241e-4,0.00874861338877692,0.006400414322382736,77044/83796/68094/20588/66993/93760/20587/83797/20586,9,679,0.5601120336112039
BP,GO:1903423,positive regulation of synaptic vesicle recycling,9/3993,15/19395,9.75724338699241e-4,0.00874861338877692,0.006400414322382736,66725/74006/18786/104015/20405/103967/75734/13429/11773,9,679,3.3333333333333335
BP,GO:0034341,response to interferon-gamma,43/3993,133/19395,9.778533356957137e-4,0.008754865516514334,0.006404988328129435,14961/15018/14969/21822/14433/69635/12265/17472/14960/15944/229898/547253/236573/634650/16362/18126/20304/56699/100702/107508/55932/66102/69550/16558/76074/20909/19261/54396/24108/56403/72508/20305/22352/229900/20308/11465/16423/226421/56221/80876/14528/211948/20846,43,683,-0.28718326344709527
BP,GO:0032784,"regulation of DNA-templated transcription, elongation",20/3993,49/19395,9.93775605653762e-4,0.008872281262255876,0.006490888731692986,235497/16825/52609/107951/20926/170472/22083/53817/72949/13716/66317/14056/51810/58202/192657/66505/107829/20922/219158/57314,20,685,-1.6664102366833555
BP,GO:0071560,cellular response to transforming growth factor beta stimulus,60/3993,200/19395,9.950735057779674e-4,0.008872281262255876,0.006490888731692986,16948/78558/353310/12827/77794/12579/12389/66650/12825/21813/20869/15258/27528/20872/56213/17125/17260/13805/19017/65960/26401/20481/93759/108075/216805/20679/268977/17130/17129/328572/14538/170749/11545/23988/12741/68010/20340/14828/12633/58250/75788/12914/216869/66313/22612/12928/20901/11502/69260/94093/16476/13430/12394/18099/12912/56330/16969/56440/19303/22284,60,685,1.7534161186399486
BP,GO:1900542,regulation of purine nucleotide metabolic process,34/3993,99/19395,9.953205144574867e-4,0.008872281262255876,0.006490888731692986,27273/18126/108155/56428/18648/319801/12398/74006/72106/19017/68943/16000/20185/18655/216805/228026/11545/66826/19164/17319/236900/108099/18439/98496/108079/18604/14555/57320/269523/20848/211948/12499/67267/16969,34,685,3.0338993810845896
BP,GO:0032259,methylation,84/3993,298/19395,9.989244582658823e-4,0.008891445505525284,0.0065049091360300315,21652/214133/110147/67493/56095/226830/108155/16468/12846/14852/72722/231803/20926/60532/17769/66902/14431/75410/67367/235626/218214/15278/56406/27374/67768/17299/214572/19346/213464/98685/56335/77683/22083/69536/15108/18706/14194/101867/18113/93759/54632/240174/239122/381022/66317/16905/14791/230709/225363/319974/28114/231051/11545/18537/14056/21849/319822/73473/20587/66254/17257/52535/13018/15182/14911/54343/52690/67383/13435/238247/23942/21743/22431/70511/224440/14683/20586/433294/67011/110109/67667/13436/217038/78796,84,687,0.751305484016714
BP,GO:0048638,regulation of developmental growth,105/3993,386/19395,0.0010062990396422452,0.008944067772401643,0.006543407158016435,12575/20315/13388/14381/15183/56177/11556/21813/16846/20348/20430/16468/11816/19377/20187/22339/12767/14600/59030/11606/58231/56717/269878/14431/382864/16202/17260/20358/110196/19766/19090/107585/14168/19015/14567/14255/19736/68585/22601/20437/72508/18706/21416/18786/236266/16000/15982/15387/93759/14268/53817/11603/12125/20185/11622/11990/26413/230709/328572/93960/11350/28146/20239/100705/83431/26416/23988/13614/13690/14182/13169/16002/54214/18472/108151/17257/22413/19141/75788/217715/15182/74116/28185/17268/225348/76499/99152/11739/69597/74132/14239/20848/22431/53869/12934/29869/14683/13430/67655/12567/11651/12912/11789/64010/20655,105,688,2.3626845919446504
BP,GO:0072655,establishment of protein localization to mitochondrion,31/3993,88/19395,0.0010139086657904826,0.008998623354584618,0.006583319577739747,66725/17713/69821/15502/53600/15525/30059/56428/67003/56322/73078/68943/52838/15519/66865/30058/15510/20787/21854/30055/22631/11632/21856/75734/67145/69923/28185/15277/641376/11651/56330,31,689,4.12837477233712
BP,GO:0006094,gluconeogenesis,26/3993,70/19395,0.0010354304725294998,0.00916553773195268,0.0067054327771741435,14433/18563/21991/108155/20869/16846/217166/74343/11364/14751/59046/18534/21416/93759/18655/328572/67800/14534/56458/18604/14555/68837/17425/13194/58246/67078,26,690.5,0.892217816219194
BP,GO:0070203,regulation of establishment of protein localization to telomere,7/3993,10/19395,0.0010357132580178744,0.00916553773195268,0.0067054327771741435,12462/12464/12469/21454/12461/12465/21749,7,690.5,2.5714285714285716
BP,GO:0048260,positive regulation of receptor-mediated endocytosis,22/3993,56/19395,0.0010450254199307711,0.009221256050327078,0.006746195845227884,22370/215114/22339/22041/15216/12512/104015/15387/18693/11600/213326/12121/216869/11773/30878/18205/12402/24071/18806/13430/100017/109689,22,692.5,0.6784005252999682
BP,GO:0071806,protein transmembrane transport,22/3993,56/19395,0.0010450254199307711,0.009221256050327078,0.006746195845227884,17713/53600/24067/30059/56322/74741/52838/15510/15481/224824/21854/30055/58869/11652/14828/21856/53421/18633/69923/71382/140740/641376,22,692.5,2.886751345948129
BP,GO:0032091,negative regulation of protein binding,35/3993,103/19395,0.0010494755742352238,0.009233875016472508,0.006755427778113899,110213/13665/16976/66725/72832/12389/13667/18591/228788/70834/11490/52163/19165/15216/68188/15901/11461/27373/209354/26419/15387/26903/20660/67839/20568/17295/23988/17257/66849/216869/170822/57320/22038/54723/11651,35,694.5,1.8463723646899908
BP,GO:0044264,cellular polysaccharide metabolic process,35/3993,103/19395,0.0010494755742352238,0.009233875016472508,0.006755427778113899,77559/102093/53412/74185/217166/384783/15118/19045/11364/14387/56717/14783/20411/15117/21416/16000/15289/110095/27357/228966/18682/12421/19062/16548/11652/16002/234356/108099/72297/66849/23908/216558/15116/11651/53601,35,694.5,0.4073065399812784
BP,GO:0030032,lamellipodium assembly,24/3993,63/19395,0.0010552858157048884,0.009271656268729013,0.006783068234642735,68050/18858/20430/445007/319713/56717/66629/11826/73341/15519/319974/50884/57784/11854/19353/231148/16412/14086/226251/13430/16590/22330/19303/19230,24,696,2.343379732657209
BP,GO:0018023,peptidyl-lysine trimethylation,16/3993,36/19395,0.0010595156189192854,0.009282146145689727,0.006790742543216654,214133/108155/75410/235626/56406/22083/93759/66317/16905/73473/20587/17257/52690/238247/70511/224440,16,697.5,-0.9578262852211513
BP,GO:1904037,positive regulation of epithelial cell apoptotic process,16/3993,36/19395,0.0010595156189192854,0.009282146145689727,0.006790742543216654,13665/15183/20661/14991/12822/19017/18803/68545/11596/12015/70445/56484/216869/105722/76854/59004,16,697.5,-0.4444444444444444
BP,GO:0062013,positive regulation of small molecule metabolic process,47/3993,149/19395,0.001061875725877815,0.009289513682035535,0.006796132572819387,16149/11517/226856/18126/20869/217166/12846/384783/18591/11606/26420/59046/16952/110196/19017/68943/20411/15117/14164/21416/16000/20787/93759/15289/18655/67800/66826/11652/14534/19164/16002/17319/56458/13350/68041/18439/98496/108079/14555/57320/269523/18033/13194/20848/12499/76854/11651,47,699,1.726306012945308
BP,GO:0008654,phospholipid biosynthetic process,48/3993,153/19395,0.0010776883054106929,0.00941437712512341,0.00688748165112097,52076/14792/68603/18563/192156/226856/12651/319554/329777/99712/16332/234729/12334/18591/67469/84095/55979/67512/13480/110196/11687/116939/19015/327942/208449/18706/16592/74451/212862/14731/28169/56442/72084/110911/66826/77582/19210/67292/320951/208715/18805/13481/228812/22038/66586/18806/53357/225326,48,700,3.249449577839693
BP,GO:0070585,protein localization to mitochondrion,32/3993,92/19395,0.0010842414760309526,0.009458112162523931,0.006919477848384336,66725/17713/69821/15502/53600/15525/30059/56428/67003/56322/74006/73078/68943/52838/15519/66865/30058/15510/20787/21854/30055/22631/11632/21856/75734/67145/69923/28185/15277/641376/11651/56330,32,701,4.168252817524644
BP,GO:0001936,regulation of endothelial cell proliferation,41/3993,126/19395,0.0010996679081711088,0.009579016037701324,0.007007930139042154,20315/23796/353156/13601/12389/16846/11816/101540/18591/22339/11727/12766/56717/17260/13805/14066/20692/16000/240725/93759/28106/71093/18803/26903/11596/56426/79264/14182/18750/16002/22436/22413/30878/56221/11946/20848/24071/20846/74370/16476/11651,41,702,0.6227523687795276
BP,GO:0071897,DNA biosynthetic process,50/3993,161/19395,0.0011035691873989182,0.00959932515070325,0.007022788120753766,12575/16948/18481/12462/18673/103677/58994/101540/18591/22339/67967/671535/235587/12464/12469/328417/52530/15519/56210/21454/80905/227737/12461/93759/12465/53817/22791/59125/11622/26413/19229/108058/13078/51810/53379/18971/67459/11692/229512/380709/216869/18148/11991/19718/72400/21749/15234/269523/11920/319583,50,703,1.7550294029241231
BP,GO:1904407,positive regulation of nitric oxide metabolic process,19/3993,46/19395,0.0011122662287684365,0.009661232938805381,0.007068079354464497,51793/13982/14991/193034/58994/11606/26420/56717/27007/20656/12491/15519/19229/268782/11652/15894/13430/11651/11629,19,704,0.936585811581694
BP,GO:0033674,positive regulation of kinase activity,124/3993,468/19395,0.0011142730806306823,0.009664936011427832,0.007070788492243972,12575/16149/53608/11539/66725/56295/13649/21813/18595/20869/18481/16846/12504/20971/243725/14081/18591/22339/224619/70834/14600/11606/11727/58231/26921/22041/16202/13138/74055/319801/52163/19766/27354/80915/21349/15461/17311/110157/215653/94275/19247/54396/69601/13636/67397/18640/15519/223255/14164/26401/16543/21676/16000/76044/93759/16151/11603/26412/16179/16911/19229/100732/93840/11350/17295/105844/11596/56426/14056/11600/121021/23882/51897/59041/13614/14375/14182/12283/13543/12015/19353/78832/12444/26405/19164/117149/17319/26396/109910/26408/108099/14129/12520/18763/18439/20868/216869/18148/399510/24136/18205/19052/22359/29875/15234/257632/11502/14172/213452/22034/16194/74370/75669/76927/99470/16590/72149/227154/11651/17873/225028/19303/109689/20655,124,705,2.81092379778335
BP,GO:0032435,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,15/3993,33/19395,0.001138439275159135,0.009846614098441458,0.0072037027014461765,108155/75744/12328/15216/24086/67025/59025/20588/223870/224727/252870/57320/77006/219158/74374,15,706.5,1.6431676725154982
BP,GO:2000785,regulation of autophagosome assembly,15/3993,33/19395,0.001138439275159135,0.009846614098441458,0.0072037027014461765,110147/76308/66725/20333/76983/68943/78246/98732/56208/74302/55978/18718/17168/108083/100855,15,706.5,-0.09205746178983235
BP,GO:0051881,regulation of mitochondrial membrane potential,27/3993,74/19395,0.0011450529742994546,0.009889829008250233,0.007235318377598398,66725/11540/193034/56428/227197/20656/68943/66592/12018/11757/11545/12015/170752/11652/66494/18439/22228/98496/72759/57320/269523/192287/65106/14630/12176/11651/20655,27,708,1.4012980994907414
BP,GO:0006622,protein targeting to lysosome,10/3993,18/19395,0.0011493359229872403,0.009904238851414797,0.007245860501529955,432486/11774/15481/20660/70297/19349/16784/218441/107045/27057,10,709.5,3.3234702564419836
BP,GO:0043087,regulation of GTPase activity,82/3993,291/19395,0.0011499606843016364,0.009904238851414797,0.007245860501529955,69903/77980/66725/19152/20304/106952/230837/54153/18613/210789/59030/19387/20194/107746/16403/56717/19684/26921/76795/232341/55985/23790/20163/76260/15461/69601/19736/231532/75415/20305/105782/19414/98732/11603/170625/223864/216805/19229/108911/67839/228359/14056/83431/23988/227937/13543/212307/54712/11652/16412/20308/544817/241694/18472/212285/329260/22324/75974/210293/216869/16456/19395/12928/18205/15894/107045/29875/232227/56221/69710/234094/24012/14683/11544/67046/13845/271981/381605/109689/20655/100855/228850,82,709.5,0.9406341620035447
BP,GO:0051402,neuron apoptotic process,81/3993,287/19395,0.001168206744129115,0.010047235218494429,0.007350475479382249,14433/26362/14381/18391/15183/13982/13857/26926/12369/11540/17748/18481/15258/11816/14751/22339/13002/16500/11606/18105/20817/65020/56876/16202/20656/17260/107585/19017/15461/56708/68943/12282/20437/18706/15510/56086/18008/26419/93759/12721/59287/67579/11603/12125/11757/19229/14775/112407/11545/11596/216150/67605/11600/23988/234664/22192/11652/19164/56484/110532/18742/17257/234734/19141/216869/11798/18148/57320/170719/18205/637515/11920/12371/16476/14630/12176/211064/14102/109689/319583/20655,81,711,1.2717341279951924
BP,GO:0035304,regulation of protein dephosphorylation,30/3993,85/19395,0.0011709964375629983,0.010057083168114796,0.007357680159140662,71782/11539/74521/226849/20947/20597/108954/14466/50768/217124/59046/56876/19205/68188/68943/13003/16150/100072/26936/56205/74585/23988/226591/17872/66849/19052/21770/14225/66385/18518,30,712,-0.22237479499833035
BP,GO:0050921,positive regulation of chemotaxis,44/3993,138/19395,0.0011824833063998012,0.010141494275785111,0.007419434638221238,20315/16803/15507/16149/68050/20947/20304/101540/18591/22339/13143/12767/12766/269878/232341/55985/15945/14747/20909/20908/14268/15289/12261/19229/26903/17295/11596/26416/13614/14182/18750/19353/11652/117149/12772/19141/20583/12913/76763/18205/105722/12317/14172/11629,44,713,1.7298457770026032
BP,GO:1904589,regulation of protein import,25/3993,67/19395,0.0011883196021614654,0.01017727502411395,0.007445611542365072,17472/15183/16846/108989/230908/76936/12491/19384/16543/18708/26413/13663/21849/11600/26416/19164/28185/19052/18767/228607/269113/16480/66233/71844/56330,25,714,1.5961737689352442
BP,GO:0034260,negative regulation of GTPase activity,14/3993,30/19395,0.001206079807557749,0.010314934298203685,0.007546321946441567,66725/54153/18613/59030/19684/232341/76260/15461/69601/108911/67839/216869/16456/109689,14,715,0.7043607250604991
BP,GO:0051348,negative regulation of transferase activity,69/3993,238/19395,0.0012180354394151249,0.010402635072658505,0.007610483118956602,12575/15507/69903/226849/18016/11540/12389/20597/11816/384783/16332/14466/15502/83383/21754/235587/232341/15242/19088/16202/23790/319801/19165/106504/67025/69601/11461/16973/13844/93759/11757/217039/13682/20660/103844/11350/19062/67605/23882/12580/18750/51810/66787/19164/110532/108099/114716/13537/18148/22375/11770/57320/240754/72400/18767/24056/21749/12402/235584/100503670/14154/52840/100037258/59090/11651/17873/75296/11789/70012,69,716,3.9568697453692083
BP,GO:0032881,regulation of polysaccharide metabolic process,18/3993,43/19395,0.0012395679058029936,0.01052771908886848,0.007701993566758367,384783/19045/58994/18591/56717/14783/20411/15117/16000/15289/228966/19062/16548/11652/16002/18033/67300/11651,18,718.5,-0.7921180343813395
BP,GO:0043277,apoptotic cell clearance,18/3993,43/19395,0.0012395679058029936,0.01052771908886848,0.007701993566758367,26362/12263/73182/19401/17289/70417/11687/12491/214585/105245/17167/56208/19353/16410/12772/107817/21817/17304,18,718.5,1.2070196981508372
BP,GO:0060147,regulation of posttranscriptional gene silencing,18/3993,43/19395,0.0012395679058029936,0.01052771908886848,0.007701993566758367,13982/13649/80912/101543/19766/208643/20185/80913/230709/20602/239528/14359/26396/17257/13207/217351/18033/20848,18,718.5,2.3106035767497826
BP,GO:0060966,regulation of gene silencing by RNA,18/3993,43/19395,0.0012395679058029936,0.01052771908886848,0.007701993566758367,13982/13649/80912/101543/19766/208643/20185/80913/230709/20602/239528/14359/26396/17257/13207/217351/18033/20848,18,718.5,2.3106035767497826
BP,GO:0098969,neurotransmitter receptor transport to postsynaptic membrane,11/3993,21/19395,0.0012417634384056244,0.010531738454716217,0.007704934102086144,56149/56216/20909/65114/54645/20908/105782/22318/20619/17274/53869,11,721,0
BP,GO:0033014,tetrapyrrole biosynthetic process,13/3993,27/19395,0.0012539919337502562,0.010620721156347391,0.007770033122085711,15288/226139/19044/67096/11656/74104/11655/20741/66154/22275/14151/70383/22276,13,722,1.9695964928958383
BP,GO:0043921,modulation by host of viral transcription,12/3993,24/19395,0.0012707861897244639,0.010680430697085595,0.007813716135923531,20304/83383/230908/68776/19182/328572/19062/20587/16476/20586/67655/98415,12,726,-0.22360679774997896
BP,GO:0052312,modulation of transcription in other organism involved in symbiotic interaction,12/3993,24/19395,0.0012707861897244639,0.010680430697085595,0.007813716135923531,20304/83383/230908/68776/19182/328572/19062/20587/16476/20586/67655/98415,12,726,-0.22360679774997896
BP,GO:0052472,modulation by host of symbiont transcription,12/3993,24/19395,0.0012707861897244639,0.010680430697085595,0.007813716135923531,20304/83383/230908/68776/19182/328572/19062/20587/16476/20586/67655/98415,12,726,-0.22360679774997896
BP,GO:2000637,positive regulation of gene silencing by miRNA,12/3993,24/19395,0.0012707861897244639,0.010680430697085595,0.007813716135923531,13649/80912/101543/19766/208643/80913/239528/14359/26396/13207/18033/20848,12,726,2.6110134630728785
BP,GO:0071333,cellular response to glucose stimulus,40/3993,123/19395,0.001271345403092429,0.010680430697085595,0.007813716135923531,22329/108155/94353/217166/70456/16500/26921/223775/19376/20909/67767/110157/18534/18706/21416/19326/16000/16973/93759/192185/14775/18555/11596/20462/12015/19353/236900/20587/19056/22228/108079/15894/19052/109552/545192/97086/53357/20586/76854/109689,40,726,-1.6155613916031202
BP,GO:0014896,muscle hypertrophy,35/3993,104/19395,0.0012732680258667863,0.010680430697085595,0.007813716135923531,14381/107951/16846/16468/11606/56717/17260/110196/30926/19736/101490/16000/93759/53817/16905/56208/328572/108058/22065/11545/14056/23988/13614/18750/56458/18021/14489/30937/74116/28185/11739/56376/18585/67655/19230,35,726,0.37947331922020555
BP,GO:0048661,positive regulation of smooth muscle cell proliferation,35/3993,104/19395,0.0012732680258667863,0.010680430697085595,0.007813716135923531,13649/50701/59027/20304/21813/58994/18591/11504/22339/11606/18105/56717/19017/72508/18706/16000/53817/16179/60611/108058/11596/13614/11677/18750/14679/26408/57264/21817/22034/16194/20846/16476/11651/100017/11629,35,726,1.4471492105848434
BP,GO:0016054,organic acid catabolic process,62/3993,210/19395,0.0012873616612701865,0.010769106099407922,0.007878590338250837,107747/192166/51793/110208/66881/20524/18126/14661/74121/16846/66841/384783/110460/234564/11364/56794/52430/19299/56717/68133/66887/52538/52665/97212/18602/58810/110006/11430/19015/26569/18534/113868/12896/12041/75731/19125/12040/14085/12583/100705/110826/19703/268782/170789/11652/212647/104184/16890/171282/104158/12036/16922/18242/15488/66948/76187/224530/70025/11370/11651/12035/269378,62,730.5,0.924678098474716
BP,GO:0046395,carboxylic acid catabolic process,62/3993,210/19395,0.0012873616612701865,0.010769106099407922,0.007878590338250837,107747/192166/51793/110208/66881/20524/18126/14661/74121/16846/66841/384783/110460/234564/11364/56794/52430/19299/56717/68133/66887/52538/52665/97212/18602/58810/110006/11430/19015/26569/18534/113868/12896/12041/75731/19125/12040/14085/12583/100705/110826/19703/268782/170789/11652/212647/104184/16890/171282/104158/12036/16922/18242/15488/66948/76187/224530/70025/11370/11651/12035/269378,62,730.5,0.924678098474716
BP,GO:1903039,positive regulation of leukocyte cell-cell adhesion,59/3993,198/19395,0.0013041777677203486,0.010894873018592802,0.007970600392308716,14961/15040/14960/16149/223601/14991/16362/22329/12389/50701/20304/19401/21813/16846/12504/22042/14998/23871/16408/235320/14252/16952/22724/170780/16852/19261/15519/15117/16000/15510/11774/12721/11776/16179/18950/328365/16453/78317/11596/56048/13846/54167/12015/16002/12772/12520/16423/16008/13848/15894/17221/12479/22034/16194/12394/20227/16184/19697/11629,59,732,0.4146442144313646
BP,GO:1901615,organic hydroxy compound metabolic process,124/3993,470/19395,0.0013188889606931794,0.011002736691185256,0.008049512576931159,16987/110611/18194/14381/13121/68603/18559/26424/15490/192156/11517/21991/327655/20887/18023/18858/13595/20597/16846/217166/12846/11816/16332/14466/109754/171504/14635/16835/17252/68393/230101/56428/217837/66234/11668/58810/74055/319801/13480/110196/11687/13360/17161/107585/65114/231070/216343/16828/233549/14651/18640/14164/18534/77974/113868/16973/13371/104015/20787/93759/69863/12724/56209/18803/22063/67963/19229/26903/13849/20660/14085/76524/101502/22337/98386/19062/67800/11522/105501/213696/13078/14182/11677/76483/235293/22346/20775/72017/17257/73166/16890/13850/208715/20583/108079/104158/16329/212111/14555/14151/57320/13481/24136/22359/11812/380836/17069/104086/71883/18033/14528/74754/20322/27399/56857/11370/12160/76854/16590/11671/67078/100017/20655/67847,124,733,4.331150568639579
BP,GO:0010976,positive regulation of neuron projection development,96/3993,351/19395,0.0013386149524922623,0.01115208506061333,0.008158774627982382,20315/15507/18103/58234/13857/12361/231672/20869/18481/330863/13631/13047/17760/20430/50772/11816/19266/243725/225849/11504/22339/12767/20257/11606/107746/16403/56717/269878/66515/16202/52163/19205/74006/14567/69601/68585/223255/20720/13660/18786/16150/106298/15387/93759/14268/208922/13728/103199/18010/19229/216856/328572/11785/20393/17295/380713/74143/14056/83431/59041/56401/13690/14182/54712/19353/13169/16412/19164/17319/14828/54214/18024/18472/26396/12633/17257/75788/217715/234593/21648/99152/24136/20370/22359/29875/15234/53872/21770/67414/53869/13627/12160/77480/19385/11840/19230,96,734,3.634618813606192
BP,GO:0034394,protein localization to cell surface,24/3993,64/19395,0.0013631226838912401,0.01131003420894835,0.008274328938852776,269346/12503/22258/329777/74105/107338/20909/15216/19326/20908/17846/15387/99237/109676/235406/11600/68453/75788/14758/228812/24071/11651/22330/269473,24,736,-0.9406469868801481
BP,GO:0090559,regulation of membrane permeability,24/3993,64/19395,0.0013631226838912401,0.01131003420894835,0.008274328938852776,16803/11740/69903/59040/75778/234847/56428/56717/52538/18571/114128/15481/12018/12125/72287/12015/214952/16456/15277/11739/71254/30954/20848/12176,24,736,3.1453346039797365
BP,GO:1903391,regulation of adherens junction organization,24/3993,64/19395,0.0013631226838912401,0.01131003420894835,0.008274328938852776,16825/18606/20971/50768/22339/76707/20194/19684/26921/11518/23790/108911/11350/11426/244895/11854/212307/19353/14758/208177/76499/29875/232227/104831,24,736,1.3736056394868903
BP,GO:0003298,physiological muscle hypertrophy,17/3993,40/19395,0.001374187611196266,0.011317022104131574,0.008279441226072074,14381/11606/56717/110196/19736/16000/93759/53817/328572/108058/23988/13614/74116/28185/11739/56376/67655,17,740.5,1.872125628512157
BP,GO:0003301,physiological cardiac muscle hypertrophy,17/3993,40/19395,0.001374187611196266,0.011317022104131574,0.008279441226072074,14381/11606/56717/110196/19736/16000/93759/53817/328572/108058/23988/13614/74116/28185/11739/56376/67655,17,740.5,1.872125628512157
BP,GO:0032459,regulation of protein oligomerization,17/3993,40/19395,0.001374187611196266,0.011317022104131574,0.008279441226072074,12955/15925/11816/14466/17392/666048/74006/65114/12125/383619/12124/328572/20660/171543/66878/16784/14102,17,740.5,0.23408229439226114
BP,GO:0061049,cell growth involved in cardiac muscle cell development,17/3993,40/19395,0.001374187611196266,0.011317022104131574,0.008279441226072074,14381/11606/56717/110196/19736/16000/93759/53817/328572/108058/23988/13614/74116/28185/11739/56376/67655,17,740.5,1.872125628512157
BP,GO:1902743,regulation of lamellipodium organization,17/3993,40/19395,0.001374187611196266,0.011317022104131574,0.008279441226072074,68050/18606/56717/23789/23790/11826/15519/319974/14726/50884/68750/57784/19353/107351/14086/13430/19230,17,740.5,4.0575133560034455
