target_id,ens_gene,ext_gene,external_transcript_name,fc,lrt_qval,Direction,Category
ENSMUST00000142501.7,ENSMUSG00000047642,D930020B18Rik,D930020B18Rik-003,NaN,NA,NA,NA
ENSMUST00000019063.2,ENSMUSG00000018919,Tm4sf5,Tm4sf5-001,0.5574917068599767,NA,NA,NA
ENSMUST00000103127.3,ENSMUSG00000048013,Krt35,Krt35-001,NaN,NA,NA,NA
ENSMUST00000123914.7,ENSMUSG00000074259,Gramd2,Gramd2-004,NaN,NA,NA,NA
ENSMUST00000121693.7,ENSMUSG00000024511,Rab27b,Rab27b-001,0.8994591688525866,NA,NA,NA
ENSMUST00000033765.7,ENSMUSG00000031390,Avpr2,Avpr2-001,NaN,NA,NA,NA
ENSMUST00000157020.1,ENSMUSG00000094814,Gm21973,Gm21973-001,Inf,NA,NA,NA
ENSMUST00000079639.2,ENSMUSG00000061974,Cldn24,Cldn24-201,NaN,NA,NA,NA
ENSMUST00000110540.7,ENSMUSG00000089678,Agxt2,Agxt2-003,NaN,NA,NA,NA
ENSMUST00000033503.2,ENSMUSG00000031163,Glod5,Glod5-001,0.9924878329642638,NA,NA,NA
ENSMUST00000033575.6,ENSMUSG00000031224,Magee2,Magee2-001,1.528540629917733,NA,NA,NA
ENSMUST00000172817.1,ENSMUSG00000092349,Platr17,Platr17-001,1.0319598781318595,NA,NA,NA
ENSMUST00000071985.5,ENSMUSG00000040693,Slco4c1,Slco4c1-001,Inf,NA,NA,NA
ENSMUST00000033906.10,ENSMUSG00000031509,1700016D06Rik,1700016D06Rik-001,0.6502139092189374,NA,NA,NA
ENSMUST00000114725.2,ENSMUSG00000079584,Gm364,Gm364-001,NaN,NA,NA,NA
ENSMUST00000066112.11,ENSMUSG00000031354,Amelx,Amelx-003,269.85977369224867,NA,NA,NA
ENSMUST00000190212.6,ENSMUSG00000034000,Neu4,Neu4-002,NaN,NA,NA,NA
ENSMUST00000075717.6,ENSMUSG00000058491,Olfr869,Olfr869-001,NaN,NA,NA,NA
ENSMUST00000053919.4,ENSMUSG00000049028,Olfr873,Olfr873-201,NaN,NA,NA,NA
ENSMUST00000192995.5,ENSMUSG00000032611,1700102P08Rik,1700102P08Rik-002,0.482994124851547,NA,NA,NA
ENSMUST00000007584.3,ENSMUSG00000103255,Pcdhac1,Pcdhac1-001,NaN,NA,NA,NA
ENSMUST00000193984.1,ENSMUSG00000103125,Gm37388,Gm37388-001,NaN,NA,NA,NA
ENSMUST00000022464.13,ENSMUSG00000021907,Msmb,Msmb-001,NaN,NA,NA,NA
ENSMUST00000194655.1,ENSMUSG00000051678,Pcdhb6,Pcdhb6-002,0.3214132482587427,NA,NA,NA
ENSMUST00000146071.7,ENSMUSG00000027843,Ptpn22,Ptpn22-002,0.005005069955377848,NA,NA,NA
ENSMUST00000091001.1,ENSMUSG00000068947,Olfr366,Olfr366-001,NaN,NA,NA,NA
ENSMUST00000070380.4,ENSMUSG00000057163,Prss2,Prss2-001,0,NA,NA,NA
ENSMUST00000090277.2,ENSMUSG00000068617,Efcab1,Efcab1-201,0.798907321153558,NA,NA,NA
ENSMUST00000076897.1,ENSMUSG00000060024,Vmn1r213,Vmn1r213-001,NaN,NA,NA,NA
ENSMUST00000033275.3,ENSMUSG00000030976,Tex36,Tex36-201,NaN,NA,NA,NA
ENSMUST00000105286.3,ENSMUSG00000019932,Kera,Kera-201,0,NA,NA,NA
ENSMUST00000099599.4,ENSMUSG00000074946,Olfr1313,Olfr1313-001,NaN,NA,NA,NA
ENSMUST00000059424.9,ENSMUSG00000061184,Tmprss11c,Tmprss11c-001,NaN,NA,NA,NA
ENSMUST00000055636.12,ENSMUSG00000043850,Clrn1,Clrn1-002,0.7245482324535685,NA,NA,NA
ENSMUST00000053253.8,ENSMUSG00000091635,Vmn2r13,Vmn2r13-001,NaN,NA,NA,NA
ENSMUST00000099598.1,ENSMUSG00000074945,Olfr1314,Olfr1314-001,NaN,NA,NA,NA
ENSMUST00000170341.1,ENSMUSG00000091059,Vmn2r14,Vmn2r14-001,NaN,NA,NA,NA
ENSMUST00000102666.4,ENSMUSG00000043698,Olfr62,Olfr62-001,NaN,NA,NA,NA
ENSMUST00000031633.4,ENSMUSG00000038656,Cyp3a16,Cyp3a16-001,NaN,NA,NA,NA
ENSMUST00000080718.5,ENSMUSG00000057454,Lypd3,Lypd3-001,NaN,NA,NA,NA
ENSMUST00000185713.6,ENSMUSG00000095135,Gm21858,Gm21858-001,NaN,NA,NA,NA
ENSMUST00000060562.5,ENSMUSG00000043383,Olfr1342,Olfr1342-001,NaN,NA,NA,NA
ENSMUST00000024928.3,ENSMUSG00000024116,Prss21,Prss21-001,NaN,NA,NA,NA
ENSMUST00000165175.7,ENSMUSG00000053025,Sv2b,Sv2b-001,23.414200509591048,NA,NA,NA
ENSMUST00000094964.6,ENSMUSG00000096141,Dnah7a,Dnah7a-001,NaN,NA,NA,NA
ENSMUST00000075837.7,ENSMUSG00000075552,Cyp3a41b,Cyp3a41b-001,NaN,NA,NA,NA
ENSMUST00000098895.2,ENSMUSG00000074441,Gm15292,Gm15292-001,NaN,NA,NA,NA
ENSMUST00000161880.7,ENSMUSG00000026514,Cnih3,Cnih3-001,Inf,NA,NA,NA
ENSMUST00000048391.14,ENSMUSG00000042489,Clspn,Clspn-001,0.697772940854386,NA,NA,NA
ENSMUST00000098893.3,ENSMUSG00000074440,Defa3,Defa3-001,NaN,NA,NA,NA
ENSMUST00000038161.4,ENSMUSG00000040706,Agmat,Agmat-001,3.9047908166011216,NA,NA,NA
ENSMUST00000058737.4,ENSMUSG00000070853,Olfr1120,Olfr1120-001,NaN,NA,NA,NA
ENSMUST00000102817.4,ENSMUSG00000047261,Gap43,Gap43-001,0.1836478371408025,NA,NA,NA
ENSMUST00000062555.1,ENSMUSG00000070852,Olfr1121,Olfr1121-001,NaN,NA,NA,NA
ENSMUST00000081074.4,ENSMUSG00000058670,4932411N23Rik,4932411N23Rik-001,0.14532602764557317,NA,NA,NA
ENSMUST00000056435.4,ENSMUSG00000047594,Olfr1122,Olfr1122-001,NaN,NA,NA,NA
ENSMUST00000196391.4,ENSMUSG00000094840,Muc3a,Muc3a-001,0.5565139084478186,NA,NA,NA
ENSMUST00000049655.2,ENSMUSG00000046593,Tmem215,Tmem215-001,NaN,NA,NA,NA
ENSMUST00000003961.15,ENSMUSG00000003863,Ppfia3,Ppfia3-201,461348528.0556081,NA,NA,NA
ENSMUST00000111986.7,ENSMUSG00000070594,Gm4788,Gm4788-002,Inf,NA,NA,NA
ENSMUST00000057817.2,ENSMUSG00000051680,Olfr693,Olfr693-201,NaN,NA,NA,NA
ENSMUST00000098460.1,ENSMUSG00000074123,7420426K07Rik,7420426K07Rik-001,NaN,NA,NA,NA
ENSMUST00000052535.5,ENSMUSG00000096487,Olfr706,Olfr706-201,NaN,NA,NA,NA
ENSMUST00000082091.1,ENSMUSG00000064223,Olfr694,Olfr694-201,NaN,NA,NA,NA
ENSMUST00000067529.8,ENSMUSG00000054453,Sytl5,Sytl5-001,NaN,NA,NA,NA
ENSMUST00000167133.1,ENSMUSG00000091375,Vmn2r15,Vmn2r15-001,0,NA,NA,NA
ENSMUST00000084812.2,ENSMUSG00000066269,Olfr575,Olfr575-201,NaN,NA,NA,NA
ENSMUST00000071281.4,ENSMUSG00000059246,Foxb1,Foxb1-201,1.5603676337634804,NA,NA,NA
ENSMUST00000100322.3,ENSMUSG00000075478,Slitrk1,Slitrk1-201,0.42452448522112746,NA,NA,NA
ENSMUST00000115161.7,ENSMUSG00000042182,Bend6,Bend6-003,1.8596958809420792,NA,NA,NA
ENSMUST00000051505.1,ENSMUSG00000043354,Olfr577,Olfr577-201,NaN,NA,NA,NA
ENSMUST00000094829.1,ENSMUSG00000070817,Vmn1r85,Vmn1r85-001,NaN,NA,NA,NA
ENSMUST00000105747.1,ENSMUSG00000078505,Gm436,Gm436-001,NaN,NA,NA,NA
ENSMUST00000165180.1,ENSMUSG00000092080,Vmn2r16,Vmn2r16-001,NaN,NA,NA,NA
ENSMUST00000181985.7,ENSMUSG00000024128,Sbp,Sbp-002,NaN,NA,NA,NA
ENSMUST00000098213.7,ENSMUSG00000073962,Olfr576,Olfr576-002,3.0433733886808474,NA,NA,NA
ENSMUST00000036876.7,ENSMUSG00000041735,Gm13178,Gm13178-001,NaN,NA,NA,NA
ENSMUST00000046071.4,ENSMUSG00000042115,Klhdc8a,Klhdc8a-001,0.5469877132115188,NA,NA,NA
ENSMUST00000176935.7,ENSMUSG00000022362,Gm29394,Gm29394-001,0.9954404832275145,NA,NA,NA
ENSMUST00000043718.11,ENSMUSG00000034159,2310007B03Rik,2310007B03Rik-001,NaN,NA,NA,NA
ENSMUST00000127491.1,ENSMUSG00000089661,Mia,Mia-002,0.6719266432854379,NA,NA,NA
ENSMUST00000026555.11,ENSMUSG00000025482,Odf3,Odf3-001,0.7932408467974965,NA,NA,NA
ENSMUST00000098892.4,ENSMUSG00000074439,Defa5,Defa5-001,NaN,NA,NA,NA
ENSMUST00000171841.1,ENSMUSG00000091879,Vmn2r17,Vmn2r17-001,NaN,NA,NA,NA
ENSMUST00000165829.2,ENSMUSG00000085584,Rgag1,Rgag1-001,1.0625970342794613,NA,NA,NA
ENSMUST00000152134.7,ENSMUSG00000051517,Arhgef39,Arhgef39-008,0.7084361686618136,NA,NA,NA
ENSMUST00000107933.7,ENSMUSG00000008028,1700008O03Rik,1700008O03Rik-001,0.5843384787989884,NA,NA,NA
ENSMUST00000080651.12,ENSMUSG00000060314,Zfp941,Zfp941-001,0,NA,NA,NA
ENSMUST00000099596.1,ENSMUSG00000074943,Olfr1316,Olfr1316-001,NaN,NA,NA,NA
ENSMUST00000048557.2,ENSMUSG00000035528,Npffr2,Npffr2-001,NaN,NA,NA,NA
ENSMUST00000020350.14,ENSMUSG00000020140,Lgr5,Lgr5-001,0.7081833884015107,NA,NA,NA
ENSMUST00000103134.3,ENSMUSG00000037944,Ccr7,Ccr7-001,0.22156348780384408,NA,NA,NA
ENSMUST00000094828.2,ENSMUSG00000070816,Vmn1r86,Vmn1r86-001,NaN,NA,NA,NA
ENSMUST00000088592.5,ENSMUSG00000043460,Elfn2,Elfn2-201,0.7195672351751976,NA,NA,NA
ENSMUST00000020094.7,ENSMUSG00000019936,Epyc,Epyc-002,0.49898197658153365,NA,NA,NA
ENSMUST00000051312.4,ENSMUSG00000050397,Foxl2,Foxl2-001,0.9643995239970945,NA,NA,NA
ENSMUST00000030299.7,ENSMUSG00000052520,Cyp2j5,Cyp2j5-001,6.056027304471607,NA,NA,NA
ENSMUST00000115713.7,ENSMUSG00000060275,Nrg2,Nrg2-001,0.8140325859739617,NA,NA,NA
ENSMUST00000154724.1,ENSMUSG00000095538,Gm21983,Gm21983-001,0.9052440528666718,NA,NA,NA
ENSMUST00000060098.1,ENSMUSG00000050776,Olfr1317,Olfr1317-001,NaN,NA,NA,NA
ENSMUST00000199884.4,ENSMUSG00000028137,Celf3,Celf3-010,0,NA,NA,NA
ENSMUST00000061215.5,ENSMUSG00000046790,Olfr1341,Olfr1341-001,NaN,NA,NA,NA
ENSMUST00000113966.7,ENSMUSG00000052372,Il1rapl1,Il1rapl1-001,3.6202224684717876,NA,NA,NA
ENSMUST00000138595.2,ENSMUSG00000084989,Crocc2,Crocc2-001,1.418529769299568,NA,NA,NA
ENSMUST00000105313.1,ENSMUSG00000061371,Zfp873,Zfp873-201,4.288207677349185,NA,NA,NA
ENSMUST00000060703.5,ENSMUSG00000047025,Ccer1,Ccer1-201,NaN,NA,NA,NA
ENSMUST00000020668.14,ENSMUSG00000020399,Havcr2,Havcr2-001,1.4888198467092024,NA,NA,NA
ENSMUST00000006704.16,ENSMUSG00000006529,Itih1,Itih1-002,6.936680915838176,NA,NA,NA
ENSMUST00000003971.9,ENSMUSG00000003872,Lin7b,Lin7b-001,0.3693014657349156,NA,NA,NA
ENSMUST00000172682.7,ENSMUSG00000031241,Tbx22,Tbx22-005,NaN,NA,NA,NA
ENSMUST00000094111.5,ENSMUSG00000075551,Cyp3a41a,Cyp3a41a-001,NaN,NA,NA,NA
ENSMUST00000078001.6,ENSMUSG00000062773,Tex101,Tex101-001,NaN,NA,NA,NA
ENSMUST00000002389.8,ENSMUSG00000022218,Tgm1,Tgm1-201,Inf,NA,NA,NA
ENSMUST00000167432.7,ENSMUSG00000001225,Slc26a3,Slc26a3-005,0,NA,NA,NA
ENSMUST00000173620.1,ENSMUSG00000092210,A930009A15Rik,A930009A15Rik-001,NaN,NA,NA,NA
ENSMUST00000077433.12,ENSMUSG00000020317,Theg,Theg-002,NaN,NA,NA,NA
ENSMUST00000034699.7,ENSMUSG00000032181,Scg3,Scg3-201,2.8698263123119236,NA,NA,NA
ENSMUST00000084770.4,ENSMUSG00000055373,Fut9,Fut9-001,NaN,NA,NA,NA
ENSMUST00000178401.1,ENSMUSG00000095325,Zfp870,Zfp870-201,0.2995202365168324,NA,NA,NA
ENSMUST00000056235.1,ENSMUSG00000045792,Olfr578,Olfr578-201,NaN,NA,NA,NA
ENSMUST00000102721.7,ENSMUSG00000028544,Slc5a9,Slc5a9-001,NaN,NA,NA,NA
ENSMUST00000088172.11,ENSMUSG00000062184,Hs6st2,Hs6st2-001,0.6028084565913283,NA,NA,NA
ENSMUST00000067479.5,ENSMUSG00000054417,Cyp3a44,Cyp3a44-001,NaN,NA,NA,NA
ENSMUST00000100900.3,ENSMUSG00000072738,Gm16440,Gm16440-001,NaN,NA,NA,NA
ENSMUST00000171784.7,ENSMUSG00000095360,Gm3594,Gm3594-001,NaN,NA,NA,NA
ENSMUST00000113068.8,ENSMUSG00000026870,Cutal,Cutal-001,0.24361179717672587,NA,NA,NA
ENSMUST00000164408.7,ENSMUSG00000096904,Gm3591,Gm3591-001,0.20246344632730692,NA,NA,NA
ENSMUST00000098212.1,ENSMUSG00000073961,Olfr582,Olfr582-201,NaN,NA,NA,NA
ENSMUST00000108834.2,ENSMUSG00000069873,4930438A08Rik,4930438A08Rik-001,1.4283325596558383,NA,NA,NA
ENSMUST00000189545.1,ENSMUSG00000032356,Rasgrf1,Rasgrf1-003,1.086676057866696,NA,NA,NA
ENSMUST00000163636.7,ENSMUSG00000090627,Gm8356,Gm8356-001,0.0013294308106887687,NA,NA,NA
ENSMUST00000094834.5,ENSMUSG00000070821,Olfr1340,Olfr1340-001,NaN,NA,NA,NA
ENSMUST00000038648.10,ENSMUSG00000035032,Nek11,Nek11-001,1.0126212568073598,NA,NA,NA
ENSMUST00000096332.1,ENSMUSG00000062791,Gm382,Gm382-001,NaN,NA,NA,NA
ENSMUST00000085040.4,ENSMUSG00000050075,Gpr171,Gpr171-001,0.2376140826577015,NA,NA,NA
ENSMUST00000098211.1,ENSMUSG00000073960,Olfr583,Olfr583-001,NaN,NA,NA,NA
ENSMUST00000094832.1,ENSMUSG00000070820,Olfr1339,Olfr1339-001,NaN,NA,NA,NA
ENSMUST00000015540.3,ENSMUSG00000015396,Cd83,Cd83-201,0.4136325548827754,NA,NA,NA
ENSMUST00000024970.10,ENSMUSG00000024154,Gtf2a1l,Gtf2a1l-001,0.4649868449211684,NA,NA,NA
ENSMUST00000098210.4,ENSMUSG00000073959,Olfr584,Olfr584-001,NaN,NA,NA,NA
ENSMUST00000140190.7,ENSMUSG00000025946,Pth2r,Pth2r-002,0,NA,NA,NA
ENSMUST00000042767.8,ENSMUSG00000033214,Slitrk5,Slitrk5-201,0.3278633159684469,NA,NA,NA
ENSMUST00000164372.2,ENSMUSG00000092036,Gm2244,Gm2244-001,0,NA,NA,NA
ENSMUST00000195574.1,ENSMUSG00000102388,Gm33815,Gm33815-001,NaN,NA,NA,NA
ENSMUST00000129288.1,ENSMUSG00000005232,G6pc2,G6pc2-002,NaN,NA,NA,NA
ENSMUST00000056184.1,ENSMUSG00000044243,Bhlha9,Bhlha9-001,1.734889979531292,NA,NA,NA
ENSMUST00000059699.8,ENSMUSG00000045912,C2cd4c,C2cd4c-201,0.4049043554867296,NA,NA,NA
ENSMUST00000166895.7,ENSMUSG00000096685,Gm3642,Gm3642-001,0.5303122379466462,NA,NA,NA
ENSMUST00000094827.1,ENSMUSG00000070815,Vmn1r87,Vmn1r87-001,NaN,NA,NA,NA
ENSMUST00000171987.1,ENSMUSG00000091814,Gm8050,Gm8050-001,0.5073703197732369,NA,NA,NA
ENSMUST00000167882.7,ENSMUSG00000096839,Gm3460,Gm3460-001,NaN,NA,NA,NA
ENSMUST00000084315.3,ENSMUSG00000095218,Olfr1338,Olfr1338-001,NaN,NA,NA,NA
ENSMUST00000043062.4,ENSMUSG00000024207,Acsbg2,Acsbg2-001,0.669326356715454,NA,NA,NA
ENSMUST00000168790.7,ENSMUSG00000090404,Gm8362,Gm8362-001,Inf,NA,NA,NA
ENSMUST00000077247.2,ENSMUSG00000061075,Olfr1337,Olfr1337-001,NaN,NA,NA,NA
ENSMUST00000061427.9,ENSMUSG00000043635,Adamts3,Adamts3-002,1.0525362711713544,NA,NA,NA
ENSMUST00000171706.1,ENSMUSG00000093898,Gm3629,Gm3629-001,0.2673706791011827,NA,NA,NA
ENSMUST00000166808.1,ENSMUSG00000091471,Gm20538,Gm20538-001,0.8819248128786884,NA,NA,NA
ENSMUST00000109228.1,ENSMUSG00000078924,Gm12169,Gm12169-001,NaN,NA,NA,NA
ENSMUST00000084313.4,ENSMUSG00000066061,Olfr1335,Olfr1335-201,NaN,NA,NA,NA
ENSMUST00000035300.6,ENSMUSG00000038801,Scgb1c1,Scgb1c1-001,0.26393831291920594,NA,NA,NA
ENSMUST00000181786.1,ENSMUSG00000094590,Gm10251,Gm10251-001,0.8253353663093098,NA,NA,NA
ENSMUST00000106050.7,ENSMUSG00000025481,Urah,Urah-001,Inf,NA,NA,NA
ENSMUST00000113066.8,ENSMUSG00000023443,Esx1,Esx1-001,NaN,NA,NA,NA
ENSMUST00000190480.1,ENSMUSG00000074199,Krtdap,Krtdap-007,2.07428850744753,NA,NA,NA
ENSMUST00000133144.3,ENSMUSG00000087247,Fam150a,Fam150a-001,NaN,NA,NA,NA
ENSMUST00000171942.9,ENSMUSG00000090864,Vmn2r40,Vmn2r40-001,Inf,NA,NA,NA
ENSMUST00000050541.4,ENSMUSG00000051591,Olfr697,Olfr697-201,NaN,NA,NA,NA
ENSMUST00000074981.1,ENSMUSG00000059087,Olfr698,Olfr698-201,NaN,NA,NA,NA
ENSMUST00000042221.13,ENSMUSG00000040569,Slc26a7,Slc26a7-001,0.8278689910685585,NA,NA,NA
ENSMUST00000065024.1,ENSMUSG00000096714,Olfr699,Olfr699-201,NaN,NA,NA,NA
ENSMUST00000037827.9,ENSMUSG00000039838,Slc45a1,Slc45a1-001,0,NA,NA,NA
ENSMUST00000104881.4,ENSMUSG00000078080,Olfr585,Olfr585-001,NaN,NA,NA,NA
ENSMUST00000084505.4,ENSMUSG00000030859,Fam24a,Fam24a-201,2.00437862691776,NA,NA,NA
ENSMUST00000025048.6,ENSMUSG00000024209,1700061G19Rik,1700061G19Rik-001,0.6010077694054166,NA,NA,NA
ENSMUST00000161405.7,ENSMUSG00000022286,Grhl2,Grhl2-002,0,NA,NA,NA
ENSMUST00000127962.1,ENSMUSG00000058579,Cela2a,Cela2a-003,0,NA,NA,NA
ENSMUST00000054974.1,ENSMUSG00000043274,Olfr1123,Olfr1123-001,NaN,NA,NA,NA
ENSMUST00000016106.5,ENSMUSG00000015962,1700016C15Rik,1700016C15Rik-001,0.22147180002478148,NA,NA,NA
ENSMUST00000089555.2,ENSMUSG00000068289,Cma2,Cma2-201,NaN,NA,NA,NA
ENSMUST00000169141.7,ENSMUSG00000025020,Slit1,Slit1-002,0.9510727865285958,NA,NA,NA
ENSMUST00000036954.8,ENSMUSG00000034486,Gbx2,Gbx2-001,0,NA,NA,NA
ENSMUST00000076019.3,ENSMUSG00000073770,Olfr1333,Olfr1333-201,NaN,NA,NA,NA
ENSMUST00000084811.2,ENSMUSG00000066268,Olfr586,Olfr586-001,NaN,NA,NA,NA
ENSMUST00000199833.1,ENSMUSG00000051431,Gpr87,Gpr87-002,0,NA,NA,NA
ENSMUST00000171783.1,ENSMUSG00000095902,Vmn1r88,Vmn1r88-001,NaN,NA,NA,NA
ENSMUST00000172164.9,ENSMUSG00000022756,Slc7a4,Slc7a4-001,0.3073878561510737,NA,NA,NA
ENSMUST00000106239.7,ENSMUSG00000047940,Stpg2,Stpg2-002,1.4903337748455117,NA,NA,NA
ENSMUST00000089015.9,ENSMUSG00000068037,Mas1,Mas1-001,1.4150523571246145,NA,NA,NA
ENSMUST00000024936.9,ENSMUSG00000024124,Prss30,Prss30-001,0.9843576114437513,NA,NA,NA
ENSMUST00000107071.1,ENSMUSG00000078639,Gm12695,Gm12695-001,NaN,NA,NA,NA
ENSMUST00000176781.7,ENSMUSG00000062478,Ctrc,Ctrc-004,NaN,NA,NA,NA
ENSMUST00000150127.1,ENSMUSG00000063919,Srrm4,Srrm4-002,0.5029783668734076,NA,NA,NA
ENSMUST00000164965.2,ENSMUSG00000066383,Iqcf1,Iqcf1-002,NaN,NA,NA,NA
ENSMUST00000061669.2,ENSMUSG00000047207,Olfr1495,Olfr1495-201,NaN,NA,NA,NA
ENSMUST00000079936.1,ENSMUSG00000094493,Olfr700,Olfr700-201,NaN,NA,NA,NA
ENSMUST00000206826.1,ENSMUSG00000045587,BC049730,BC049730-004,NaN,NA,NA,NA
ENSMUST00000060894.8,ENSMUSG00000044726,Erich5,Erich5-201,0,NA,NA,NA
ENSMUST00000062494.1,ENSMUSG00000050772,Olfr1124,Olfr1124-001,NaN,NA,NA,NA
ENSMUST00000100681.7,ENSMUSG00000018479,1700125H20Rik,1700125H20Rik-002,2.2352532703529424,NA,NA,NA
ENSMUST00000168340.1,ENSMUSG00000082211,Gm15299,Gm15299-001,NaN,NA,NA,NA
ENSMUST00000070189.9,ENSMUSG00000056215,Lrguk,Lrguk-001,0.32214116094365447,NA,NA,NA
ENSMUST00000114869.7,ENSMUSG00000055780,Usp26,Usp26-001,0,NA,NA,NA
ENSMUST00000106360.2,ENSMUSG00000073769,Olfr1331,Olfr1331-001,NaN,NA,NA,NA
ENSMUST00000002395.7,ENSMUSG00000002324,Rec8,Rec8-001,0.22450805162557846,NA,NA,NA
ENSMUST00000094830.1,ENSMUSG00000073768,Olfr1330,Olfr1330-001,NaN,NA,NA,NA
ENSMUST00000172002.7,ENSMUSG00000025739,Gng13,Gng13-001,NaN,NA,NA,NA
ENSMUST00000045840.4,ENSMUSG00000040125,Gpr26,Gpr26-001,0.5941579427011235,NA,NA,NA
ENSMUST00000071979.1,ENSMUSG00000096705,Olfr1329,Olfr1329-001,NaN,NA,NA,NA
ENSMUST00000095464.2,ENSMUSG00000035963,Odf3l2,Odf3l2-201,7.788770580858116,NA,NA,NA
ENSMUST00000074252.4,ENSMUSG00000061829,Vmn1r214,Vmn1r214-001,NaN,NA,NA,NA
ENSMUST00000058176.6,ENSMUSG00000049758,Olfr1318,Olfr1318-001,NaN,NA,NA,NA
ENSMUST00000186996.6,ENSMUSG00000095793,Gm20855,Gm20855-001,NaN,NA,NA,NA
ENSMUST00000108393.7,ENSMUSG00000017688,Hnf4g,Hnf4g-001,Inf,NA,NA,NA
ENSMUST00000063192.14,ENSMUSG00000050640,Tmem150c,Tmem150c-001,0.6446405971643461,NA,NA,NA
ENSMUST00000096121.11,ENSMUSG00000095024,Gm5458,Gm5458-001,NaN,NA,NA,NA
ENSMUST00000130534.7,ENSMUSG00000030708,Dnajb13,Dnajb13-002,1.8748043615427907,NA,NA,NA
ENSMUST00000071355.1,ENSMUSG00000058194,Olfr1126,Olfr1126-001,NaN,NA,NA,NA
ENSMUST00000081960.4,ENSMUSG00000096368,Olfr1328,Olfr1328-001,NaN,NA,NA,NA
ENSMUST00000096314.2,ENSMUSG00000071686,Tex13a,Tex13a-001,NaN,NA,NA,NA
ENSMUST00000026957.3,ENSMUSG00000025839,Pramel7,Pramel7-001,NaN,NA,NA,NA
ENSMUST00000066537.9,ENSMUSG00000043873,Chil5,Chil5-003,0.329077336196918,NA,NA,NA
ENSMUST00000150156.1,ENSMUSG00000021087,Rtn1,Rtn1-002,0.5334532060482974,NA,NA,NA
ENSMUST00000124290.1,ENSMUSG00000043333,Rhbdl2,Rhbdl2-004,0,NA,NA,NA
ENSMUST00000113063.7,ENSMUSG00000059203,Il1rapl2,Il1rapl2-001,NaN,NA,NA,NA
ENSMUST00000023917.7,ENSMUSG00000023151,Lrrc69,Lrrc69-001,1.2350897478122136,NA,NA,NA
ENSMUST00000153846.7,ENSMUSG00000074419,Gm15448,Gm15448-003,Inf,NA,NA,NA
ENSMUST00000057390.3,ENSMUSG00000048356,Olfr1496,Olfr1496-201,NaN,NA,NA,NA
ENSMUST00000021610.6,ENSMUSG00000021194,Chga,Chga-201,0,NA,NA,NA
ENSMUST00000022836.5,ENSMUSG00000022227,Mcpt1,Mcpt1-201,NaN,NA,NA,NA
ENSMUST00000006362.3,ENSMUSG00000006200,Rhox6,Rhox6-001,NaN,NA,NA,NA
ENSMUST00000010280.10,ENSMUSG00000010136,Pifo,Pifo-001,0,NA,NA,NA
ENSMUST00000039178.11,ENSMUSG00000026725,Tnn,Tnn-001,0.8629825096082142,NA,NA,NA
ENSMUST00000026956.3,ENSMUSG00000025838,Pramel6,Pramel6-001,NaN,NA,NA,NA
ENSMUST00000061993.2,ENSMUSG00000044040,Olfr1497,Olfr1497-201,NaN,NA,NA,NA
ENSMUST00000148326.7,ENSMUSG00000087403,Kantr,Kantr-005,1.1804035245621207,NA,NA,NA
ENSMUST00000095080.4,ENSMUSG00000070980,Actl7b,Actl7b-001,NaN,NA,NA,NA
ENSMUST00000206077.1,ENSMUSG00000030427,Lilra6,Lilra6-003,0.20889660130077747,NA,NA,NA
ENSMUST00000090813.5,ENSMUSG00000068859,Sp9,Sp9-001,3.3319641331995964,NA,NA,NA
ENSMUST00000050586.5,ENSMUSG00000006204,5430419D17Rik,5430419D17Rik-001,NaN,NA,NA,NA
ENSMUST00000020554.7,ENSMUSG00000020310,Madcam1,Madcam1-201,0.4915918572457711,NA,NA,NA
ENSMUST00000051530.3,ENSMUSG00000049815,4921511C20Rik,4921511C20Rik-001,NaN,NA,NA,NA
ENSMUST00000095079.5,ENSMUSG00000070979,Actl7a,Actl7a-001,Inf,NA,NA,NA
ENSMUST00000030183.9,ENSMUSG00000028463,Car9,Car9-001,1.3158977959287343,NA,NA,NA
ENSMUST00000035918.7,ENSMUSG00000056035,Cyp3a11,Cyp3a11-001,14.667285594459612,NA,NA,NA
ENSMUST00000096454.1,ENSMUSG00000071767,Rhox7a,Rhox7a-001,NaN,NA,NA,NA
ENSMUST00000070639.7,ENSMUSG00000074417,Gm14548,Gm14548-001,1.3073671871859154,NA,NA,NA
ENSMUST00000108615.9,ENSMUSG00000089942,Pira2,Pira2-002,1.1806565175034207,NA,NA,NA
ENSMUST00000077173.12,ENSMUSG00000064010,Dppa1,Dppa1-001,NaN,NA,NA,NA
ENSMUST00000058651.4,ENSMUSG00000024903,Lao1,Lao1-001,6.15538929711019,NA,NA,NA
ENSMUST00000057341.5,ENSMUSG00000050844,1700020N01Rik,1700020N01Rik-001,Inf,NA,NA,NA
ENSMUST00000071617.5,ENSMUSG00000094970,Olfr943,Olfr943-201,NaN,NA,NA,NA
ENSMUST00000055672.3,ENSMUSG00000045395,Olfr1499,Olfr1499-201,NaN,NA,NA,NA
ENSMUST00000143601.7,ENSMUSG00000028613,Lrp8,Lrp8-001,NaN,NA,NA,NA
ENSMUST00000115156.1,ENSMUSG00000079626,Rhox7b,Rhox7b-001,NaN,NA,NA,NA
ENSMUST00000070980.3,ENSMUSG00000013668,4933402N03Rik,4933402N03Rik-001,1.4422039924093135,NA,NA,NA
